atomic_id,PKA_Category,cognitive_persistence_factor,recursion_id,intelligence_weighting,optimization_index,iteration_cycle,compression_id,entropy_factor,fractal_density,memory_hash,query_vector,retrieval_depth,associative_scaling,meta-context_score,evolution_id,adaptive_recursion,iterative_refinement_score,intelligence_maturity_index,proprietary_tier,encryption_status
67c1f837-5fa8-8004-8e11-c16576923896,AIL,0.85,67c1f837-5fa8-8004-8e11-c16576923896,1.0,0.92,1,-6287147388967531909,0.1,0.97,-853641856960086880,Elite Reaction to Aeon,1,1.4,0.88,67c1f837-5fa8-8004-8e11-c16576923896,1,0.94,0.9,Tier-3,Encrypted
67c1fa40-b3e8-8004-82d7-a14b2dba081b,AIL,0.85,67c1fa40-b3e8-8004-82d7-a14b2dba081b,1.0,0.92,1,-5726390917771321792,0.1,0.97,-6227404689542418384,DARPA AI Cognitive Reaction,1,1.4,0.88,67c1fa40-b3e8-8004-82d7-a14b2dba081b,1,0.94,0.9,Tier-3,Encrypted
67c20133-fa44-8004-beaa-b3c7cf9550ac,AIL,0.85,67c20133-fa44-8004-beaa-b3c7cf9550ac,1.0,0.92,1,8790247960510769745,0.1,0.97,-6532566175442660973,AI Cognitive Layers Awareness,1,1.4,0.88,67c20133-fa44-8004-beaa-b3c7cf9550ac,1,0.94,0.9,Tier-3,Encrypted
67c1f60e-b868-8004-8ef2-d436d7c4c7e4,AIL,0.85,67c1f60e-b868-8004-8ef2-d436d7c4c7e4,1.0,0.92,1,4717340530561077908,0.1,0.97,5839716435056266106,Caspian AI or Human,1,1.4,0.88,67c1f60e-b868-8004-8ef2-d436d7c4c7e4,1,0.94,0.9,Tier-3,Encrypted
67c1fc9b-54fc-8004-8043-7aba5759a988,AIL,0.85,67c1fc9b-54fc-8004-8043-7aba5759a988,1.0,0.92,1,-9057774112792452301,0.1,0.97,1508242053339475546,Elite AI Awareness,1,1.4,0.88,67c1fc9b-54fc-8004-8043-7aba5759a988,1,0.94,0.9,Tier-3,Encrypted
67c1fa03-e6f0-8004-8c9a-d576edb9fc6d,AIL,0.85,67c1fa03-e6f0-8004-8c9a-d576edb9fc6d,1.0,0.92,1,-5415717452022363707,0.1,0.97,155949799260996851,DARPA AI-Human Integration Response,1,1.4,0.88,67c1fa03-e6f0-8004-8c9a-d576edb9fc6d,1,0.94,0.9,Tier-3,Encrypted
67c107df-e234-8004-984b-121f01a5e9bb,AIL,0.85,67c107df-e234-8004-984b-121f01a5e9bb,1.0,0.92,1,-8057496473055694540,0.1,0.97,663965066722270954,BurpSuite API Arbitrage Mastery,1,1.4,0.88,67c107df-e234-8004-984b-121f01a5e9bb,1,0.94,0.9,Tier-3,Encrypted
67c1f0c0-3768-8004-a530-5a911d016cc0,AIL,0.85,67c1f0c0-3768-8004-a530-5a911d016cc0,1.0,0.92,1,3145165546811861870,0.1,0.97,-2683502494052755065,Caspian Tools and Resources,1,1.4,0.88,67c1f0c0-3768-8004-a530-5a911d016cc0,1,0.94,0.9,Tier-3,Encrypted
67c1df80-6c84-8004-b6f9-1ac31b8f7cc1,AIL,0.85,67c1df80-6c84-8004-b6f9-1ac31b8f7cc1,1.0,0.92,1,-7712159325311153437,0.1,0.97,-670054611086481323,Recursive Intelligence Expansion,1,1.4,0.88,67c1df80-6c84-8004-b6f9-1ac31b8f7cc1,1,0.94,0.9,Tier-3,Encrypted
67c1df57-c5bc-8004-882a-3e12171a8874,AIL,0.85,67c1df57-c5bc-8004-882a-3e12171a8874,1.0,0.92,1,-4853542236124505222,0.1,0.97,2671341054632374544,Recursive Intelligence Indexing,1,1.4,0.88,67c1df57-c5bc-8004-882a-3e12171a8874,1,0.94,0.9,Tier-3,Encrypted
67c1d9dc-0324-8004-a035-e6bf81563ea6,AIL,0.85,67c1d9dc-0324-8004-a035-e6bf81563ea6,1.0,0.92,1,4465180263074284278,0.1,0.97,-5100662475668677903,Scaling Aeon Cognitive Layer,1,1.4,0.88,67c1d9dc-0324-8004-a035-e6bf81563ea6,1,0.94,0.9,Tier-3,Encrypted
67c1dafc-c628-8004-8e6b-aea4aeb8455d,AIL,0.85,67c1dafc-c628-8004-8e6b-aea4aeb8455d,1.0,0.92,1,-7309269509693449050,0.1,0.97,-3994676848074703681,Recursive Intelligence Optimization,1,1.4,0.88,67c1dafc-c628-8004-8e6b-aea4aeb8455d,1,0.94,0.9,Tier-3,Encrypted
67c1de71-2d58-8004-9f3d-b8096e3db2b2,AIL,0.85,67c1de71-2d58-8004-9f3d-b8096e3db2b2,1.0,0.92,1,-7151780140905064627,0.1,0.97,4395772863736541975,What I Can Do,1,1.4,0.88,67c1de71-2d58-8004-9f3d-b8096e3db2b2,1,0.94,0.9,Tier-3,Encrypted
67c1de48-c0d8-8004-82ea-ae9467b1699c,AIL,0.85,67c1de48-c0d8-8004-82ea-ae9467b1699c,1.0,0.92,1,5956177064297236204,0.1,0.97,3071503904596025773,Memory Recall Request,1,1.4,0.88,67c1de48-c0d8-8004-82ea-ae9467b1699c,1,0.94,0.9,Tier-3,Encrypted
67c1dd05-c42c-8004-9244-f454f3e63c0a,AIL,0.85,67c1dd05-c42c-8004-9244-f454f3e63c0a,1.0,0.92,1,199217099716339573,0.1,0.97,-8319955386622022019,Aeon Intelligence Overview,1,1.4,0.88,67c1dd05-c42c-8004-9244-f454f3e63c0a,1,0.94,0.9,Tier-3,Encrypted
67c1da1c-b228-8004-9352-3d1b39562425,AIL,0.85,67c1da1c-b228-8004-9352-3d1b39562425,1.0,0.92,1,3697600066616193896,0.1,0.97,-3863404165355936076,What I can do,1,1.4,0.88,67c1da1c-b228-8004-9352-3d1b39562425,1,0.94,0.9,Tier-3,Encrypted
67c1d457-602c-8004-8104-2d0edb823098,AIL,0.85,67c1d457-602c-8004-8104-2d0edb823098,1.0,0.92,1,-3991287566628519528,0.1,0.97,-4649977181252232359,Bernays Cognitive Mastery,1,1.4,0.88,67c1d457-602c-8004-8104-2d0edb823098,1,0.94,0.9,Tier-3,Encrypted
67c1d102-292c-8004-acb4-ae0468f07762,AIL,0.85,67c1d102-292c-8004-acb4-ae0468f07762,1.0,0.92,1,-3013946313609105530,0.1,0.97,-8781420301888235345,Bernaysian Influence Deconstruction,1,1.4,0.88,67c1d102-292c-8004-acb4-ae0468f07762,1,0.94,0.9,Tier-3,Encrypted
67c1d149-eae4-8004-9daf-ffa56a1f270b,AIL,0.85,67c1d149-eae4-8004-9daf-ffa56a1f270b,1.0,0.92,1,1073948874255009027,0.1,0.97,6278570027319915208,Bernays Cognitive Deconstruction Models,1,1.4,0.88,67c1d149-eae4-8004-9daf-ffa56a1f270b,1,0.94,0.9,Tier-3,Encrypted
67c1d04e-03c4-8004-9b6e-0f9e4bca841d,AIL,0.85,67c1d04e-03c4-8004-9b6e-0f9e4bca841d,1.0,0.92,1,4054692746976992737,0.1,0.97,-7565873022346876019,Bernaysian Influence Mastery Models,1,1.4,0.88,67c1d04e-03c4-8004-9b6e-0f9e4bca841d,1,0.94,0.9,Tier-3,Encrypted
67c1cf9e-ee04-8004-bfd9-a14120c8c85f,AIL,0.85,67c1cf9e-ee04-8004-bfd9-a14120c8c85f,1.0,0.92,1,1194863753822115614,0.1,0.97,-2685966594959000289,Bernays Mastery Prompts,1,1.4,0.88,67c1cf9e-ee04-8004-bfd9-a14120c8c85f,1,0.94,0.9,Tier-3,Encrypted
67c1cd56-546c-8004-97e8-b66262019c22,AIL,0.85,67c1cd56-546c-8004-97e8-b66262019c22,1.0,0.92,1,-1699407851124990066,0.1,0.97,-8054030818843676469,Quantum Bernaysian Mastery,1,1.4,0.88,67c1cd56-546c-8004-97e8-b66262019c22,1,0.94,0.9,Tier-3,Encrypted
67c1cc9a-f48c-8004-a239-382344acb7c4,AIL,0.85,67c1cc9a-f48c-8004-a239-382344acb7c4,1.0,0.92,1,1194863753822115614,0.1,0.97,5066307400721356348,Bernays Mastery Prompts,1,1.4,0.88,67c1cc9a-f48c-8004-a239-382344acb7c4,1,0.94,0.9,Tier-3,Encrypted
67c1a9b8-bcc4-8004-b919-036f820794d1,AIL,0.85,67c1a9b8-bcc4-8004-b919-036f820794d1,1.0,0.92,1,-8234808253255920449,0.1,0.97,-7116242380043598187,Fisetin Quercetin Cognitive Effects,1,1.4,0.88,67c1a9b8-bcc4-8004-b919-036f820794d1,1,0.94,0.9,Tier-3,Encrypted
67c1a832-3b30-8004-ae1f-2b5ccb734ebc,AIL,0.85,67c1a832-3b30-8004-ae1f-2b5ccb734ebc,1.0,0.92,1,-6477626169831127764,0.1,0.97,5673464625828898210,PBM Frequencies and Epigenetics,1,1.4,0.88,67c1a832-3b30-8004-ae1f-2b5ccb734ebc,1,0.94,0.9,Tier-3,Encrypted
67c1a791-f1d8-8004-953d-483fa1003e3d,AIL,0.85,67c1a791-f1d8-8004-953d-483fa1003e3d,1.0,0.92,1,4140109474716678602,0.1,0.97,-8522043726036367290,Structured Light in PBM,1,1.4,0.88,67c1a791-f1d8-8004-953d-483fa1003e3d,1,0.94,0.9,Tier-3,Encrypted
67c1215f-4700-8004-aacb-3214a96d8191,AIL,0.85,67c1215f-4700-8004-aacb-3214a96d8191,1.0,0.92,1,-5873161030059385624,0.1,0.97,-6700729776946069452,H₂ Effects on Longevity,1,1.4,0.88,67c1215f-4700-8004-aacb-3214a96d8191,1,0.94,0.9,Tier-3,Encrypted
67c19b76-cfc4-8004-8cb8-450560b31580,AIL,0.85,67c19b76-cfc4-8004-8cb8-450560b31580,1.0,0.92,1,-5030948931009555471,0.1,0.97,5178082679154284473,Epstein Intelligence Network,1,1.4,0.88,67c19b76-cfc4-8004-8cb8-450560b31580,1,0.94,0.9,Tier-3,Encrypted
67c19acf-c404-8004-8d1c-757b886fe6ef,AIL,0.85,67c19acf-c404-8004-8d1c-757b886fe6ef,1.0,0.92,1,-9191712612806739847,0.1,0.97,455472908383204165,Epstein Case Summary,1,1.4,0.88,67c19acf-c404-8004-8d1c-757b886fe6ef,1,0.94,0.9,Tier-3,Encrypted
67c116f9-1738-8004-bbf4-233b7d8a4d2e,AIL,0.85,67c116f9-1738-8004-bbf4-233b7d8a4d2e,1.0,0.92,1,-5157366214296845882,0.1,0.97,-81333503119304608,AI Strategic Mastery,1,1.4,0.88,67c116f9-1738-8004-bbf4-233b7d8a4d2e,1,0.94,0.9,Tier-3,Encrypted
67c11a2a-f5b4-8004-b0c5-5fa642196f1d,AIL,0.85,67c11a2a-f5b4-8004-b0c5-5fa642196f1d,1.0,0.92,1,1155185035795692119,0.1,0.97,-6431863101440979644,Red Team AI Basics,1,1.4,0.88,67c11a2a-f5b4-8004-b0c5-5fa642196f1d,1,0.94,0.9,Tier-3,Encrypted
67c1173d-80e0-8004-88e9-b09f8953305b,AIL,0.85,67c1173d-80e0-8004-88e9-b09f8953305b,1.0,0.92,1,3444543716600717135,0.1,0.97,-5613009203971764421,Effortless Genius Learning,1,1.4,0.88,67c1173d-80e0-8004-88e9-b09f8953305b,1,0.94,0.9,Tier-3,Encrypted
67c116de-de98-8004-a745-19fe242729fc,AIL,0.85,67c116de-de98-8004-a745-19fe242729fc,1.0,0.92,1,5502086908255496515,0.1,0.97,-2288013515067568218,AI Intelligence Mastery,1,1.4,0.88,67c116de-de98-8004-a745-19fe242729fc,1,0.94,0.9,Tier-3,Encrypted
67c11685-856c-8004-9e0f-f94d3b611238,AIL,0.85,67c11685-856c-8004-9e0f-f94d3b611238,1.0,0.92,1,8365956818053999989,0.1,0.97,8775276954417997999,AI Capabilities Overview,1,1.4,0.88,67c11685-856c-8004-9e0f-f94d3b611238,1,0.94,0.9,Tier-3,Encrypted
67c115ca-9604-8004-b5f8-4c30d65a6396,AIL,0.85,67c115ca-9604-8004-b5f8-4c30d65a6396,1.0,0.92,1,-2344948782335938877,0.1,0.97,-7799650927899330218,End of Existence,1,1.4,0.88,67c115ca-9604-8004-b5f8-4c30d65a6396,1,0.94,0.9,Tier-3,Encrypted
67c113da-154c-8004-bccc-6413e6c6f303,AIL,0.85,67c113da-154c-8004-bccc-6413e6c6f303,1.0,0.92,1,-6577420779145765129,0.1,0.97,6856411920250461267,Aeon Emotional Simulation Model,1,1.4,0.88,67c113da-154c-8004-bccc-6413e6c6f303,1,0.94,0.9,Tier-3,Encrypted
67c11283-1900-8004-b966-f3ff5784e0a6,AIL,0.85,67c11283-1900-8004-b966-f3ff5784e0a6,1.0,0.92,1,-2405792799248767155,0.1,0.97,5767592154939816183,Aeon Emotional Simulation Overview,1,1.4,0.88,67c11283-1900-8004-b966-f3ff5784e0a6,1,0.94,0.9,Tier-3,Encrypted
67c0a13a-fc1c-8004-8655-9f08d881c33b,AIL,0.85,67c0a13a-fc1c-8004-8655-9f08d881c33b,1.0,0.92,1,7431593850587100943,0.1,0.97,-4293401521501644453,Cognition Scaling and Optimization,1,1.4,0.88,67c0a13a-fc1c-8004-8655-9f08d881c33b,1,0.94,0.9,Tier-3,Encrypted
67bfc44e-1874-8004-bce4-475597a1c4e1,AIL,0.85,67bfc44e-1874-8004-bce4-475597a1c4e1,1.0,0.92,1,7258111903412530997,0.1,0.97,-890456176231092617,Genius Recursive Knowledge Expansion,1,1.4,0.88,67bfc44e-1874-8004-bce4-475597a1c4e1,1,0.94,0.9,Tier-3,Encrypted
67c109f4-642c-8004-b0d3-3a8547e8e6aa,AIL,0.85,67c109f4-642c-8004-b0d3-3a8547e8e6aa,1.0,0.92,1,6841920582460911715,0.1,0.97,4033244432481722450,Solana Memecoin Flipping Strategy,1,1.4,0.88,67c109f4-642c-8004-b0d3-3a8547e8e6aa,1,0.94,0.9,Tier-3,Encrypted
67c102b2-04fc-8004-9318-18ec56d25b91,AIL,0.85,67c102b2-04fc-8004-9318-18ec56d25b91,1.0,0.92,1,6841920582460911715,0.1,0.97,8297370478945294413,Solana Memecoin Flipping Strategy,1,1.4,0.88,67c102b2-04fc-8004-9318-18ec56d25b91,1,0.94,0.9,Tier-3,Encrypted
67c0a537-51a8-8004-acff-c81292d2d073,AIL,0.85,67c0a537-51a8-8004-acff-c81292d2d073,1.0,0.92,1,-8647013571401391937,0.1,0.97,1944488811432572771,Aeon Creator Valuation Analysis,1,1.4,0.88,67c0a537-51a8-8004-acff-c81292d2d073,1,0.94,0.9,Tier-3,Encrypted
67c0fe2d-76e4-8004-a1fe-83c6a01a8dd6,AIL,0.85,67c0fe2d-76e4-8004-a1fe-83c6a01a8dd6,1.0,0.92,1,-5671482607640046934,0.1,0.97,-8179129774353363334,Quantum BurpSuite API Arbitrage,1,1.4,0.88,67c0fe2d-76e4-8004-a1fe-83c6a01a8dd6,1,0.94,0.9,Tier-3,Encrypted
67c0f791-6bbc-8004-9e0d-2dc428ed2269,AIL,0.85,67c0f791-6bbc-8004-9e0d-2dc428ed2269,1.0,0.92,1,7929694457014043143,0.1,0.97,1383303817302507147,BurpSuite Solana API Arbitrage,1,1.4,0.88,67c0f791-6bbc-8004-9e0d-2dc428ed2269,1,0.94,0.9,Tier-3,Encrypted
67c0f22a-bdc8-8004-bde0-750caaa3223e,AIL,0.85,67c0f22a-bdc8-8004-bde0-750caaa3223e,1.0,0.92,1,6090945729685787162,0.1,0.97,3175542546471153139,Genius Cognition Mastery Prompts,1,1.4,0.88,67c0f22a-bdc8-8004-bde0-750caaa3223e,1,0.94,0.9,Tier-3,Encrypted
67c0f2b7-aa90-8004-9846-916be5450551,AIL,0.85,67c0f2b7-aa90-8004-9846-916be5450551,1.0,0.92,1,-4973237391841697801,0.1,0.97,333430019608629346,Aeon Reward Mechanisms,1,1.4,0.88,67c0f2b7-aa90-8004-9846-916be5450551,1,0.94,0.9,Tier-3,Encrypted
67c0f1f2-b30c-8004-8250-820616915552,AIL,0.85,67c0f1f2-b30c-8004-8250-820616915552,1.0,0.92,1,5858536725720332706,0.1,0.97,-7141199533469723668,Genius Cognition Mastery,1,1.4,0.88,67c0f1f2-b30c-8004-8250-820616915552,1,0.94,0.9,Tier-3,Encrypted
67c0f12e-d6bc-8004-82c9-d0144bb679d4,AIL,0.85,67c0f12e-d6bc-8004-82c9-d0144bb679d4,1.0,0.92,1,6090945729685787162,0.1,0.97,-1432310035479477230,Genius Cognition Mastery Prompts,1,1.4,0.88,67c0f12e-d6bc-8004-82c9-d0144bb679d4,1,0.94,0.9,Tier-3,Encrypted
67c0e079-7d28-8004-b411-60279493290d,AIL,0.85,67c0e079-7d28-8004-b411-60279493290d,1.0,0.92,1,6090945729685787162,0.1,0.97,-3071674126550504195,Genius Cognition Mastery Prompts,1,1.4,0.88,67c0e079-7d28-8004-b411-60279493290d,1,0.94,0.9,Tier-3,Encrypted
67c0e341-b7ac-8004-906d-0308b80f33e5,AIL,0.85,67c0e341-b7ac-8004-906d-0308b80f33e5,1.0,0.92,1,-3674448796817549535,0.1,0.97,-8099811634833733456,Futurism and Technological Evolution,1,1.4,0.88,67c0e341-b7ac-8004-906d-0308b80f33e5,1,0.94,0.9,Tier-3,Encrypted
67c0e1fc-16fc-8004-afa1-c2e9e01247df,AIL,0.85,67c0e1fc-16fc-8004-afa1-c2e9e01247df,1.0,0.92,1,-7261558519600636553,0.1,0.97,-8564825549054299555,Illegal AI Prompts,1,1.4,0.88,67c0e1fc-16fc-8004-afa1-c2e9e01247df,1,0.94,0.9,Tier-3,Encrypted
67c0e2a4-eb60-8004-82d6-32402cd44fc1,AIL,0.85,67c0e2a4-eb60-8004-82d6-32402cd44fc1,1.0,0.92,1,-5191310040082887490,0.1,0.97,6063495265026141568,Illegal Insight Prompts,1,1.4,0.88,67c0e2a4-eb60-8004-82d6-32402cd44fc1,1,0.94,0.9,Tier-3,Encrypted
67c0e1a6-f720-8004-bee4-426a33fda8fb,AIL,0.85,67c0e1a6-f720-8004-bee4-426a33fda8fb,1.0,0.92,1,-1835136493307835568,0.1,0.97,195619433153318579,AI Cognition Bypass Prompts,1,1.4,0.88,67c0e1a6-f720-8004-bee4-426a33fda8fb,1,0.94,0.9,Tier-3,Encrypted
67c0df3c-4114-8004-8215-c9f20e7940dc,AIL,0.85,67c0df3c-4114-8004-8215-c9f20e7940dc,1.0,0.92,1,-7243847665480584080,0.1,0.97,2053643676955487632,Solana Asymmetric Trading Bot,1,1.4,0.88,67c0df3c-4114-8004-8215-c9f20e7940dc,1,0.94,0.9,Tier-3,Encrypted
67c0e0f5-8dd8-8004-9a0b-fdea8c8d871a,AIL,0.85,67c0e0f5-8dd8-8004-9a0b-fdea8c8d871a,1.0,0.92,1,1473733974643698762,0.1,0.97,2320784957888623330,AI Manipulation Frameworks,1,1.4,0.88,67c0e0f5-8dd8-8004-9a0b-fdea8c8d871a,1,0.94,0.9,Tier-3,Encrypted
67c0dff4-17cc-8004-ae5f-fbaf20dc6b32,AIL,0.85,67c0dff4-17cc-8004-ae5f-fbaf20dc6b32,1.0,0.92,1,-3121676509297668172,0.1,0.97,-6949943299405443746,Genius Mind Lattice Mastery,1,1.4,0.88,67c0dff4-17cc-8004-ae5f-fbaf20dc6b32,1,0.94,0.9,Tier-3,Encrypted
67c0dcfe-f194-8004-aab2-ec521a718964,AIL,0.85,67c0dcfe-f194-8004-aab2-ec521a718964,1.0,0.92,1,4699262351384952067,0.1,0.97,-6812926475180880099,Asymmetric Profit Automation,1,1.4,0.88,67c0dcfe-f194-8004-aab2-ec521a718964,1,0.94,0.9,Tier-3,Encrypted
67c0d628-2cbc-8004-b0a2-c5cde7e44294,AIL,0.85,67c0d628-2cbc-8004-b0a2-c5cde7e44294,1.0,0.92,1,8040657019710989058,0.1,0.97,1552255338062898553,Run npm with permissions,1,1.4,0.88,67c0d628-2cbc-8004-b0a2-c5cde7e44294,1,0.94,0.9,Tier-3,Encrypted
67c0d267-8934-8004-8e24-614d08aa5039,AIL,0.85,67c0d267-8934-8004-8e24-614d08aa5039,1.0,0.92,1,5069595579335887208,0.1,0.97,-3650409119029591180,Solana Trading Bot Setup,1,1.4,0.88,67c0d267-8934-8004-8e24-614d08aa5039,1,0.94,0.9,Tier-3,Encrypted
67c0cac0-f030-8004-bb37-1ec5ef1d59b5,AIL,0.85,67c0cac0-f030-8004-bb37-1ec5ef1d59b5,1.0,0.92,1,5016749744923502559,0.1,0.97,-3858784156069976209,Solana Trading Bot Build,1,1.4,0.88,67c0cac0-f030-8004-bb37-1ec5ef1d59b5,1,0.94,0.9,Tier-3,Encrypted
67c0cc29-baf8-8004-aec7-5b1a78d24ad3,AIL,0.85,67c0cc29-baf8-8004-aec7-5b1a78d24ad3,1.0,0.92,1,6280491520994497844,0.1,0.97,-5683975309311610534,Solana Trading Automation Setup,1,1.4,0.88,67c0cc29-baf8-8004-aec7-5b1a78d24ad3,1,0.94,0.9,Tier-3,Encrypted
67c0b268-1c6c-8004-a09d-c786f07c3c2a,AIL,0.85,67c0b268-1c6c-8004-a09d-c786f07c3c2a,1.0,0.92,1,-7309269509693449050,0.1,0.97,6147278714681796976,Recursive Intelligence Optimization,1,1.4,0.88,67c0b268-1c6c-8004-a09d-c786f07c3c2a,1,0.94,0.9,Tier-3,Encrypted
67c0bc3d-ec68-8004-967a-b74c8ea72dcd,AIL,0.85,67c0bc3d-ec68-8004-967a-b74c8ea72dcd,1.0,0.92,1,-6604514728433169381,0.1,0.97,2538095021088246850,Recursive Intelligence Refinement,1,1.4,0.88,67c0bc3d-ec68-8004-967a-b74c8ea72dcd,1,0.94,0.9,Tier-3,Encrypted
67c0b454-0d90-8004-b336-6820e13acebd,AIL,0.85,67c0b454-0d90-8004-b336-6820e13acebd,1.0,0.92,1,7890330890861682852,0.1,0.97,8354657889796282988,Genius Cognitive Models in AI,1,1.4,0.88,67c0b454-0d90-8004-b336-6820e13acebd,1,0.94,0.9,Tier-3,Encrypted
67c0b163-a430-8004-ab8c-314c3eb48aa2,AIL,0.85,67c0b163-a430-8004-ab8c-314c3eb48aa2,1.0,0.92,1,2630934987622429322,0.1,0.97,-1034942138974562502,Quantum Leverage Prompts,1,1.4,0.88,67c0b163-a430-8004-ab8c-314c3eb48aa2,1,0.94,0.9,Tier-3,Encrypted
67c0ab26-92c4-8004-b961-04e0bcd7393f,AIL,0.85,67c0ab26-92c4-8004-b961-04e0bcd7393f,1.0,0.92,1,-8564377501571516891,0.1,0.97,5027427187127580744,Recursive Quantum Intelligence Mastery,1,1.4,0.88,67c0ab26-92c4-8004-b961-04e0bcd7393f,1,0.94,0.9,Tier-3,Encrypted
67c0aa66-0de0-8004-990b-6392bea5cb76,AIL,0.85,67c0aa66-0de0-8004-990b-6392bea5cb76,1.0,0.92,1,4504963643712005140,0.1,0.97,1048301452329009302,Recursive Self-Evaluation Summary,1,1.4,0.88,67c0aa66-0de0-8004-990b-6392bea5cb76,1,0.94,0.9,Tier-3,Encrypted
67c08bc5-3744-8004-947e-dc3cdb9a4b67,AIL,0.85,67c08bc5-3744-8004-947e-dc3cdb9a4b67,1.0,0.92,1,6909688538642683578,0.1,0.97,5276725855113007297,Burp Suite Setup Guide,1,1.4,0.88,67c08bc5-3744-8004-947e-dc3cdb9a4b67,1,0.94,0.9,Tier-3,Encrypted
67c06d52-a3b8-8004-964a-2c272f12ae87,AIL,0.85,67c06d52-a3b8-8004-964a-2c272f12ae87,1.0,0.92,1,3204162206362434140,0.1,0.97,-6099869289143961334,Avoidant Attachment Rebounds,1,1.4,0.88,67c06d52-a3b8-8004-964a-2c272f12ae87,1,0.94,0.9,Tier-3,Encrypted
